grass_region,category_group,seller_type,shopee_item_id,shopee_model_id,competitor_item_id,competitor_model_id,shopee_model_price_usd,shopee_model_price,competitor_model_price,shopee_gmv_usd,shopee_order,shopee_model_competitiveness_status
ID,Fashion,Cross Border,8578478797,3464628009,1493377325,384083810,375.8640969,5818564,5788536,67655.53567,180,Shopee > CPT
ID,FMCG,Long Tail (LT),3527057535,2775750577,6873963195,3392074741,16.61878762,257267,281142,2742.098446,165,Shopee < CPT
VN,Electronics,Cross Border,8371078175,4537799848,8878832633,9431203912,33.26517273,809258,900946,1330.606104,40,Shopee < CPT
SG,Fashion,Non-Mall,9542780846,9479963239,180274283,4736409164,94.41233311,128,147,375.9039683,4,Shopee < CPT
SG,Fashion,Mall,5836442424,2667592679,3133589473,4496446443,89.08496423,121,130,4530.67068,51,Shopee < CPT
MY,Fashion,Cross Border,1680228436,2161089085,6044195722,5149814125,76.90575847,360,291,8295.727316,108,Shopee > CPT
ID,Lifestyle,Non-Mall,9215096930,8745747254,6699993432,9609280406,125.8310702,1947927,1708036,23530.39947,187,Shopee > CPT
ID,FMCG,Non-Mall,179466925,7739201874,9425331394,9634780936,70.38817305,1089644,1022062,6968.42841,99,Shopee > CPT
ID,Electronics,Long Tail (LT),4608077731,1309271642,2348664614,9894237194,342.5884123,5303439,5319988,67147.31721,196,Shopee < CPT
ID,Lifestyle,Long Tail (LT),3913304701,7642420355,2553230979,2674392947,11.16842364,172892,198223,1429.551759,128,Shopee < CPT
TH,Lifestyle,Non-Mall,84000047,1252001118,8297233487,7970477012,83.73359159,3055,3645,3600.372741,43,Shopee < CPT
TH,Electronics,Mall,6951013100,4877172888,5404380328,9155245952,48.81366581,1781,2015,1317.939512,27,Shopee < CPT
ID,Fashion,Long Tail (LT),7195463197,4060529191,8905615353,1329353247,30.95048443,479128,476556,5230.621233,169,Shopee > CPT
ID,Lifestyle,Mall,5699837427,733878923,7338866661,3834408039,39.74862457,615328,627195,993.7146733,25,Shopee < CPT
ID,Lifestyle,Non-Mall,4494081785,5120805551,3085438106,9260976874,2.86034905,44279,40708,8.580924389,3,Shopee > CPT
ID,Lifestyle,Non-Mall,2064736865,7005931870,1642503933,6084741990,400.0838661,6193498,6313283,23604.947,59,Shopee < CPT
ID,Lifestyle,Long Tail (LT),6810857642,7667459363,7951443613,1308269313,213.9558304,3312143,3686315,213.9558154,1,Shopee < CPT
TH,FMCG,Mall,5935938285,8262176986,9617555731,7582675311,70.34121731,2566,2328,9634.851246,137,Shopee > CPT
ID,FMCG,Long Tail (LT),5348715559,7977703279,6671098296,7027167416,2.451653455,37952,43416,56.38680921,23,Shopee < CPT
ID,Lifestyle,Long Tail (LT),1774957706,3110843439,7586876123,8078273142,3.006311628,46539,43698,393.8250702,131,Shopee > CPT
ID,Electronics,Cross Border,7378105321,2478692653,2765344834,9776476651,384.6412317,5954438,6066682,66542.92652,173,Shopee < CPT
MY,Electronics,Non-Mall,2062180763,2012465799,5880527729,2364351652,234.7147004,1100,907,27929.8021,119,Shopee > CPT
ID,FMCG,Cross Border,4177230596,2605927561,4889747009,5633554682,56.93949748,881451,1017957,11330.94855,199,Shopee < CPT
SG,Electronics,Mall,2363610747,3808293323,2750152424,4775665228,238.3631058,324,313,39249.66044,165,Shopee > CPT
SG,Lifestyle,Long Tail (LT),1239516411,6116380509,6273775299,4647011610,346.0834414,471,506,18327.52102,53,Shopee < CPT
TH,Electronics,Mall,3272933895,1277839144,1925312423,4018511478,93.78317953,3421,2777,4594.274595,49,Shopee > CPT
SG,Electronics,Mall,3387446821,5750466777,7190520471,2340615560,30.94952022,42,50,5365.441797,174,Shopee < CPT
ID,FMCG,Non-Mall,7520823729,3554676625,939589053,4654238806,6.948089448,107559,98383,34.74015697,5,Shopee > CPT
ID,FMCG,Cross Border,7770234176,4809963062,1024735791,8550573816,15.12906372,234205,256684,1452.387197,96,Shopee < CPT
PH,Fashion,Non-Mall,2180869963,6724652331,8695675146,4217185842,350.5595913,19836,23352,19631.27386,56,Shopee < CPT
SG,Fashion,Long Tail (LT),1550483959,3563947637,9440168941,1719506079,115.933906,157,150,10258.80107,89,Shopee > CPT
SG,Fashion,Cross Border,6736360425,3297941544,7322435701,9599884305,4.487517595,6,5,70.48199405,16,Shopee > CPT
MY,Lifestyle,Mall,5950932803,4132526453,7835198006,5124187980,94.5515062,443,474,9924.787966,105,Shopee < CPT
ID,Lifestyle,Mall,5431331493,2159649640,2048679325,9128449353,44.92090649,695398,611061,5974.479765,133,Shopee > CPT
ID,Lifestyle,Non-Mall,66539176,5380429768,2517674059,7151243121,99.79991475,1544952,1617936,11576.78576,116,Shopee < CPT
MY,FMCG,Cross Border,3971036047,7018034566,7455105695,9602849056,62.51749923,293,337,5001.333547,80,Shopee < CPT
VN,Electronics,Cross Border,3061015657,3662759835,7905681012,7657324051,27.13461885,660117,775281,2062.229658,76,Shopee < CPT
MY,FMCG,Non-Mall,5450704656,8021232886,2475789456,695214094,98.96469585,463,382,2074.571932,21,Shopee > CPT
PH,Fashion,Non-Mall,1952903684,2317664900,8431953855,3191185110,201.2551091,11387,10337,402.4812668,2,Shopee > CPT
SG,Electronics,Long Tail (LT),2097906391,6120175914,5343079730,3470873766,7.551644722,10,8,352.4099703,48,Shopee > CPT
ID,Electronics,Cross Border,9828312183,9441226198,1838562394,3978828519,66.02716998,1022133,1101825,3697.519331,56,Shopee < CPT
ID,Electronics,Cross Border,8764891985,6716020641,3275638119,9688976101,138.1152496,2138093,2168961,12154.14127,88,Shopee < CPT
PH,Fashion,Non-Mall,9950571178,3585319817,118967869,8175333389,208.8405461,11817,12043,21301.67539,102,Shopee < CPT
ID,Electronics,Long Tail (LT),1386248813,224974781,7100452528,4001149042,64.69481473,1001508,1141568,2329.013146,36,Shopee < CPT
VN,FMCG,Long Tail (LT),9607601823,3997863232,1701784450,4094991758,1.051032124,25568,26133,202.8413935,193,Shopee < CPT
ID,Fashion,Cross Border,1138436539,5283185134,4709277638,527828937,349.8094009,5415224,5584189,66813.59026,191,Shopee < CPT
SG,FMCG,Long Tail (LT),1663362556,1316120164,4560860940,8603188111,52.5003313,71,75,6098.895048,117,Shopee < CPT
ID,FMCG,Mall,9647040237,1541962685,7842479654,7663885961,79.04333273,1223630,1253520,4426.425503,56,Shopee < CPT
ID,FMCG,Non-Mall,5459117273,6198333476,9047200828,1278510057,308.3638137,4773626,5652289,49954.93763,162,Shopee < CPT
TH,FMCG,Non-Mall,6161797279,5292875533,7264440928,2740644714,344.4089223,12566,14173,49593.79497,144,Shopee < CPT
ID,Fashion,Non-Mall,4023577752,4238823817,1418612240,5552587735,311.5410172,4822810,4509766,15265.50757,49,Shopee > CPT
ID,FMCG,Cross Border,7566855524,2718214401,2071447752,9524123064,12.83763598,198733,195492,372.2913989,29,Shopee > CPT
ID,Fashion,Mall,4359511113,2190047025,2622875585,3060071443,217.56529,3368019,3055911,7832.349343,36,Shopee > CPT
ID,Fashion,Non-Mall,1853733760,3371366892,9313542933,2914393347,158.3960883,2452050,2870308,14889.22838,94,Shopee < CPT
TH,Electronics,Cross Border,8020754963,1576385542,980986502,8665167235,362.2681753,13217,14897,66290.57323,183,Shopee < CPT
ID,FMCG,Cross Border,5227800834,4821291706,2005626801,3864722163,1.19577297,18511,19529,184.1474113,154,Shopee < CPT
SG,FMCG,Cross Border,2201598516,4324381921,4411240816,5888733542,66.23345533,90,100,10440.14537,158,Shopee < CPT
MY,FMCG,Long Tail (LT),9347706740,8294403552,3170854887,3979159418,105.4400631,494,573,17075.37206,162,Shopee < CPT
SG,Lifestyle,Non-Mall,7335201918,1179626305,5906409359,5086774940,15.83129394,21,17,1726.808854,112,Shopee > CPT
VN,Fashion,Long Tail (LT),4844308057,2945831861,4053033054,9772334743,120.9266967,2941844,3273956,19469.19675,161,Shopee < CPT
ID,Lifestyle,Mall,6725511725,7089832414,1580076475,6104225627,109.9377966,1701892,1814955,21657.74516,197,Shopee < CPT
PH,Lifestyle,Mall,8795658069,2201530063,8837483616,5765481726,3.853759029,218,230,720.4510109,187,Shopee < CPT
VN,Electronics,Non-Mall,1285540670,96179270,970719908,9155390061,9.673772839,235338,211083,154.7798993,16,Shopee > CPT
TH,Fashion,Mall,343315260,1825677171,946173552,8809442599,106.3627181,3880,4457,11591.13645,109,Shopee < CPT
ID,Lifestyle,Long Tail (LT),8072736707,7811516553,4950877831,303751655,131.3496987,2033359,1829943,19177.05591,146,Shopee > CPT
TH,Fashion,Cross Border,249483478,4158036429,6568498051,1911229623,33.62636139,1226,1170,3091.335151,92,Shopee > CPT
MY,FMCG,Non-Mall,3329582915,1526428427,3832579130,3599781556,98.62819991,462,436,11829.09265,120,Shopee > CPT
PH,Lifestyle,Mall,6572559610,2788520639,5930899433,8819413761,2.229383714,126,129,407.5003535,183,Shopee < CPT
ID,Electronics,Cross Border,8265824436,5155677272,1669231778,187830554,209.1423177,3237627,3809018,35345.0446,169,Shopee < CPT
ID,Electronics,Long Tail (LT),1469967464,4027465123,7804742292,3400301073,53.36786472,826161,857635,2935.231743,55,Shopee < CPT
ID,Electronics,Mall,1250433766,9432618500,7689642717,4545361968,441.1534093,6829275,7030792,79407.60957,180,Shopee < CPT
SG,Fashion,Mall,9642419577,6407619198,5841949589,3897833102,16.71846151,22,25,969.1274182,60,Shopee < CPT
TH,Fashion,Cross Border,1590405674,323518193,904417686,534159311,97.80091767,3568,4267,11245.80324,115,Shopee < CPT
ID,Electronics,Non-Mall,364900823,3416463237,8982578976,8283009303,49.18104883,761347,874999,688.5344789,14,Shopee < CPT
MY,Fashion,Long Tail (LT),4114799321,944261673,3622434104,719380752,97.02178754,454,467,7943.244252,82,Shopee < CPT
ID,Lifestyle,Mall,5189938900,2285209066,1899719428,5612204221,45.83191462,709500,741151,1741.610413,38,Shopee < CPT
MY,Fashion,Non-Mall,7592452508,4226911706,6610517585,4075439372,82.18116207,385,377,10514.74903,128,Shopee > CPT
TH,FMCG,Non-Mall,7072555418,8315086678,4268014351,458100925,204.2711756,7453,7554,10826.16858,53,Shopee < CPT
TH,Electronics,Long Tail (LT),4108050182,7142421353,6409181873,1905817279,1.446442046,52,57,47.03109369,33,Shopee < CPT
ID,Fashion,Non-Mall,3199369238,8544831503,627238463,4663438838,37.16020523,575258,604095,2080.969478,56,Shopee < CPT
ID,Fashion,Non-Mall,7202575652,8909228853,648902072,3746559027,120.2774536,1861955,1657355,5292.207616,44,Shopee > CPT
ID,Fashion,Mall,9583643517,4979491279,1357351174,7788929979,21.12547836,327032,380359,232.3795743,11,Shopee < CPT
ID,Electronics,Cross Border,8430674323,4807408424,2643714509,2921026237,23.360132,361626,427553,303.6812764,13,Shopee < CPT
ID,FMCG,Non-Mall,6421776306,8814853842,2413299636,5356386880,218.2924833,3379276,4009728,28814.60108,132,Shopee < CPT
VN,Lifestyle,Cross Border,360457097,3007733478,2902037197,1018478529,73.81996444,1795855,2071094,13878.15189,188,Shopee < CPT
SG,Electronics,Non-Mall,7234341869,6590275876,9144727380,1281383504,247.2602563,336,362,21461.76719,87,Shopee < CPT
MY,Electronics,Mall,7583325419,5278873428,4099831270,7164396806,107.0851913,501,401,4810.369659,45,Shopee > CPT
SG,Lifestyle,Mall,4406952642,3753056522,1937131669,7482978119,35.30320099,48,39,5004.221578,142,Shopee > CPT
VN,Electronics,Long Tail (LT),436361619,9149695215,2401130188,8850615067,237.0590463,5767053,6254719,34373.55606,145,Shopee < CPT
PH,Electronics,Mall,8404915540,3268570166,7277595741,2568742621,204.4367128,11567,13803,39657.81846,194,Shopee < CPT
MY,Lifestyle,Cross Border,1572758389,1704239921,2459399196,8143990733,110.1926906,516,582,17065.13042,155,Shopee < CPT
SG,FMCG,Long Tail (LT),6694084319,7492225079,2921962216,1520387098,119.8053866,163,134,6342.645277,53,Shopee > CPT
TH,Lifestyle,Mall,6732985154,5832575388,4945220351,9170485643,94.46333897,3446,4051,10200.15622,108,Shopee < CPT
PH,Electronics,Mall,2322926090,2143287571,5404405304,6528729432,63.87617793,3614,2925,5173.441255,81,Shopee > CPT
ID,FMCG,Long Tail (LT),4838514194,2640866714,3757752917,8285322199,180.8140133,2799091,2648852,13018.60741,72,Shopee > CPT
TH,Fashion,Cross Border,6803322172,6779273300,9499268933,3407947571,49.36684124,1801,1968,5479.040193,111,Shopee < CPT
MY,Lifestyle,Mall,1399735235,7559338772,8206887170,7728805441,123.891133,580,517,12870.32592,104,Shopee > CPT
ID,Fashion,Long Tail (LT),9996966655,7336789096,4264446848,9500579830,296.4602591,4589353,5283301,13340.71154,45,Shopee < CPT
PH,Electronics,Non-Mall,4030300890,8229287950,2198800475,1802154326,36.50155193,2065,1956,5839.106461,160,Shopee > CPT
TH,Lifestyle,Cross Border,3328614099,2035492813,7842472904,4590382173,47.04194971,1716,1659,5737.79343,122,Shopee > CPT
VN,Fashion,Long Tail (LT),1202865476,4783157655,4899836038,3680207028,22.29861718,542469,437001,2698.129648,121,Shopee > CPT
PH,Lifestyle,Non-Mall,5996314308,1972540339,1678031381,1275049931,42.69729295,2415,2407,4097.271313,96,Shopee > CPT
ID,Lifestyle,Cross Border,158588464,4969330036,3353570170,2441378855,3.869729946,59905,50306,708.1563903,183,Shopee > CPT
PH,Fashion,Non-Mall,5652851539,5083113942,4668279297,1501233683,190.1713488,10760,12889,28143.64485,148,Shopee < CPT
ID,Fashion,Mall,7768708148,9561467003,8226194695,7304189479,253.8264242,3929359,3291322,44673.43975,176,Shopee > CPT
MY,Fashion,Cross Border,1043849359,5607159623,3965867978,797851017,3.568143036,16,18,297.0075212,87,Shopee < CPT
ID,Fashion,Long Tail (LT),8096024348,6507857934,6179758305,7509761037,250.6193955,3879713,3305080,2756.812958,11,Shopee > CPT
SG,Lifestyle,Mall,9589594445,7863426629,3705823582,6209217894,80.06108245,109,128,14964.94255,187,Shopee < CPT
MY,Electronics,Cross Border,2153585626,3727537321,1526432365,6907861149,38.01137326,178,209,7330.026138,193,Shopee < CPT
MY,Fashion,Cross Border,5204035852,850596430,7359717781,1357078404,497.922813,2333,2026,81636.95525,164,Shopee > CPT
ID,FMCG,Cross Border,1924839807,786355647,1786165971,6748523062,137.4491611,2127781,2364604,6322.659216,46,Shopee < CPT
MY,Fashion,Mall,2601334879,114301747,7298235494,6561540149,196.2815627,919,971,1176.508241,6,Shopee < CPT
ID,Lifestyle,Mall,892803595,3858439279,5822393513,5141498177,293.7852099,4547941,4542795,28203.37431,96,Shopee > CPT
TH,Fashion,Non-Mall,2824721676,2361997143,4562095294,917783511,175.8498471,6416,5567,25321.80395,144,Shopee > CPT
SG,Fashion,Mall,4205511619,8398500271,4414745752,8342452752,100.4041741,136,121,13679.38035,137,Shopee > CPT
SG,Lifestyle,Non-Mall,9152468206,1680023486,7928185055,9832051787,132.766864,180,145,20351.67578,154,Shopee > CPT
VN,Fashion,Long Tail (LT),1042459057,1351466137,4774014572,5709885197,33.02748663,803476,871906,2245.868585,68,Shopee < CPT
ID,FMCG,Cross Border,3330958818,9895148029,8771000260,7221913296,64.85093111,1003924,1179452,6809.342076,105,Shopee < CPT
MY,Electronics,Mall,884505386,3072341315,6724298469,4633420612,59.84300368,280,244,8543.233584,143,Shopee > CPT
ID,Fashion,Non-Mall,4225839644,6893920786,3648431226,8618446990,133.8333928,2071807,2299250,1472.166726,11,Shopee < CPT
SG,Electronics,Mall,1151625335,6516796735,6462870817,3776864677,24.58275146,33,27,3803.825117,157,Shopee > CPT
ID,Lifestyle,Non-Mall,6471005315,4616214509,1206359682,5289420598,219.9778173,3405366,3625796,23757.60008,108,Shopee < CPT
ID,Electronics,Cross Border,1264021220,2818650050,7133698704,6953893419,97.43251806,1508304,1763220,1266.622654,13,Shopee < CPT
TH,Fashion,Cross Border,7064939524,4304373503,2150339938,1531529816,125.6298258,4583,4764,20474.12057,163,Shopee < CPT
VN,Lifestyle,Long Tail (LT),3588799842,2752372021,5370776816,7237474875,293.2807489,7134787,7881472,28154.95024,96,Shopee < CPT
ID,Lifestyle,Non-Mall,6679119418,4527819975,8458065450,7036425641,392.0555164,6069215,4937426,33324.71658,85,Shopee > CPT
TH,Lifestyle,Long Tail (LT),4224225028,9476457042,1718846904,2404236186,191.3493381,6981,8162,26786.34563,140,Shopee < CPT
PH,FMCG,Long Tail (LT),7799524468,4907331328,517799564,4080909904,278.6189449,15765,12960,17552.5767,63,Shopee > CPT
ID,Lifestyle,Non-Mall,1195338076,587671669,5939247490,1471501547,157.6912268,2441139,2048635,17346.03469,110,Shopee > CPT
VN,Electronics,Long Tail (LT),8846712187,507338228,2821198260,8868891124,3.947645504,96036,96454,678.9925804,172,Shopee < CPT
ID,Lifestyle,Long Tail (LT),7718540601,5138748477,6956380365,5368297929,303.221928,4694027,4930758,57612.16563,190,Shopee < CPT
PH,Lifestyle,Mall,6770640728,6003578890,1590910940,7085312614,0.7189002664,40,47,139.9688958,198,Shopee < CPT
VN,FMCG,Cross Border,7849912045,1666273988,1175696380,7194231816,208.6038192,5074809,5299268,25241.06008,121,Shopee < CPT
TH,Electronics,Non-Mall,6982875025,9203603151,2192225616,3315343565,140.5557143,5128,5571,11103.06552,79,Shopee < CPT
ID,Electronics,Mall,8455144693,6255747830,2468499171,3094978447,137.2551746,2124778,2518392,24431.41268,178,Shopee < CPT
TH,Electronics,Long Tail (LT),91735329,5816544207,3303278721,922016796,195.2945893,7125,6761,1952.777055,10,Shopee > CPT
ID,Electronics,Non-Mall,8201872089,9582787121,5914834640,9584644691,66.38525909,1027677,831196,10356.10038,156,Shopee > CPT
ID,Lifestyle,Mall,7997254220,2835061481,6070671143,5029762198,172.6727662,2673060,3025116,25555.56216,148,Shopee < CPT
TH,Lifestyle,Long Tail (LT),2632892512,90157140,4847095079,7769175827,306.3758037,11178,11144,45647.62309,149,Shopee > CPT
ID,Lifestyle,Mall,5265736396,6086535704,4358694674,3978763740,96.92411305,1500433,1241301,14829.38206,153,Shopee > CPT
PH,Fashion,Mall,6567711059,7897945103,4548805691,6998228357,120.8985702,6840,6619,13780.57401,114,Shopee > CPT
TH,FMCG,Non-Mall,5152696653,8793730402,743953395,9825825006,246.4497181,8992,10130,24891.17893,101,Shopee < CPT
ID,Electronics,Cross Border,6617477672,3638189869,4621694879,7153720819,353.5739781,5473501,4720752,33589.52198,95,Shopee > CPT
TH,Electronics,Non-Mall,7523693943,5999864746,8177441430,2782808964,357.120886,13030,12543,24641.16865,69,Shopee > CPT
SG,Electronics,Mall,8783661933,5626360330,7307172914,9261069139,44.20111661,60,51,7444.660622,169,Shopee > CPT
TH,Lifestyle,Cross Border,9612044637,3883144502,9828791665,7796285975,9.9222723,362,356,1210.420292,122,Shopee > CPT
VN,Electronics,Mall,8523704155,2132180572,8484563700,2104603474,54.5985698,1328246,1535601,982.7737334,18,Shopee < CPT
TH,FMCG,Non-Mall,958772420,1016393229,7169414700,9455610139,139.1792975,5078,4704,3340.194318,24,Shopee > CPT
PH,Fashion,Long Tail (LT),3668786096,7024633892,7497952953,8793804611,134.0239007,7583,9050,17019.66987,127,Shopee < CPT
VN,FMCG,Long Tail (LT),3942909460,9004805542,6000788169,8026333508,4.589375552,111648,100450,357.9711849,78,Shopee > CPT
ID,Lifestyle,Cross Border,7812335893,2805005383,7997635578,2045003546,128.9728462,1996564,2319640,9157.071412,71,Shopee < CPT
SG,Lifestyle,Non-Mall,8500087013,4426620150,1080700031,9377985172,52.787032,71,57,9174.406226,176,Shopee > CPT
ID,FMCG,Cross Border,2676737251,5603221390,4513468068,2628494665,179.5934533,2780196,2565717,22269.58457,124,Shopee > CPT
ID,Lifestyle,Non-Mall,8446208099,156478255,5964486932,2927356445,183.4517236,2839924,2617185,32654.40212,178,Shopee > CPT
ID,Fashion,Mall,215054384,9723506099,4179771875,8829337100,29.71643599,460025,455628,1901.850715,64,Shopee > CPT
TH,Lifestyle,Non-Mall,1304085872,7799502538,6412206106,8249389181,432.3606113,15775,16072,70905.67744,164,Shopee < CPT
ID,Electronics,Non-Mall,7300718712,1943659286,3859865393,9758409272,353.6848575,5475218,5409860,56589.57269,160,Shopee > CPT
VN,Lifestyle,Cross Border,9738699027,717002306,3499427549,4797627545,57.25158314,1392787,1390479,5725.15466,100,Shopee > CPT
TH,Fashion,Long Tail (LT),9568645853,7187556886,4609174391,5336735901,45.72477732,1668,1881,8731.667877,191,Shopee < CPT
VN,Lifestyle,Long Tail (LT),1236873923,8874782099,8723398839,3086295860,195.779751,4762831,4249842,6460.730572,33,Shopee > CPT
PH,Electronics,Mall,3844971181,1123460572,5986734441,6200190756,126.6070669,7163,7130,22153.34724,175,Shopee > CPT
VN,FMCG,Long Tail (LT),1146708384,8166119489,4763398504,5858984761,137.700273,3349903,2747573,18451.83443,134,Shopee > CPT
ID,Electronics,Non-Mall,6469609293,2443375764,5974605013,7604080137,198.4424705,3071988,3651194,15280.06692,77,Shopee < CPT
ID,Lifestyle,Cross Border,9779087034,1908666877,6011143625,6128494905,103.8465581,1607596,1318084,16926.9822,163,Shopee > CPT
ID,Lifestyle,Mall,4287467063,8334187804,273325679,9649797539,10.54312426,163212,150455,73.8014922,7,Shopee > CPT
ID,Lifestyle,Mall,6157689101,5624141642,5942315400,5723676665,357.7668449,5538409,5363410,18246.10697,51,Shopee > CPT
ID,Fashion,Non-Mall,6052957621,3274124929,370399332,8341905550,31.90058765,493837,438284,3700.467814,116,Shopee > CPT
SG,Lifestyle,Non-Mall,2905620823,5999297784,9293106250,4108442942,7.198583162,9,8,251.0921038,38,Shopee > CPT
TH,FMCG,Long Tail (LT),132304577,623916921,9170458105,6678094028,63.15644894,2304,2619,2841.598948,45,Shopee < CPT
TH,Lifestyle,Cross Border,9428207658,4895114093,5806835819,7013109241,129.8874551,4739,3932,14936.62039,115,Shopee > CPT
SG,FMCG,Mall,3654060780,2407803247,8054081234,5272213792,7.099885932,9,10,482.3611468,73,Shopee < CPT
MY,Fashion,Mall,4275724813,1498505183,6027126535,7887635386,301.9030818,1414,1324,57323.30506,190,Shopee > CPT
ID,Lifestyle,Mall,3386631897,8603510820,202275582,8038896916,6.707702404,103838,116615,1261.040922,188,Shopee < CPT
PH,Fashion,Cross Border,4661410557,3058460851,4769039511,680316914,96.62600869,5467,5185,4154.548989,43,Shopee > CPT
ID,Lifestyle,Non-Mall,7629963449,8621890340,2871719941,9885410591,279.1868107,4321951,4669900,17030.39379,61,Shopee < CPT
TH,Electronics,Mall,8414676399,3258940592,3062420755,9075297320,201.1168429,7338,8377,30971.78408,154,Shopee < CPT
VN,FMCG,Cross Border,5095755354,4426818817,299594368,1851751254,49.62271736,1207196,1433901,4118.683301,83,Shopee < CPT
PH,FMCG,Non-Mall,5043969970,9077916595,7628196247,7480549854,160.0866207,9058,10536,4322.17588,27,Shopee < CPT
TH,Fashion,Mall,3196677174,3926144702,9104996144,934308930,48.61305764,1773,2127,6268.537678,129,Shopee < CPT
TH,Lifestyle,Long Tail (LT),1476449821,2170744906,8445432886,918512432,8.667636882,316,324,614.9123648,71,Shopee < CPT
PH,FMCG,Non-Mall,7231413155,1388128611,7766659616,173654344,383.2228392,21684,22456,45219.70875,118,Shopee < CPT
ID,Electronics,Mall,9871967647,382890042,9352851614,989458166,123.872805,1917612,2272350,18704.78421,151,Shopee < CPT
VN,Fashion,Long Tail (LT),9781537174,7269424965,105272333,2266327610,129.4118331,3148266,2899998,22129.42086,171,Shopee > CPT
ID,FMCG,Cross Border,9647500912,3209495399,5592600297,489246046,30.14536739,466665,548722,693.3429153,23,Shopee < CPT
VN,Fashion,Long Tail (LT),8152027668,6075892174,2075709267,1788400436,0.2947399569,7170,6706,44.50395643,151,Shopee > CPT
VN,FMCG,Non-Mall,497121149,1926223244,1967163140,585921013,120.4996559,2931455,3508507,4337.987052,36,Shopee < CPT
ID,FMCG,Long Tail (LT),7094782823,7843341117,9753791101,6440727697,5.736967207,88811,76080,401.587158,70,Shopee > CPT
TH,Fashion,Non-Mall,4284988223,9047250886,9094254139,7992538892,179.5784198,6552,7318,4489.331671,25,Shopee < CPT
TH,Lifestyle,Cross Border,5340073413,6179958938,638818925,2919179229,150.5669829,5493,6406,18969.15297,126,Shopee < CPT
VN,Lifestyle,Cross Border,9789219281,1833642780,5892621581,9896655753,67.66666985,1646160,1755884,12585.99363,186,Shopee < CPT
TH,Fashion,Cross Border,1892104930,5245011219,7523453721,3985924925,99.45121999,3628,3768,99.43403725,1,Shopee < CPT
SG,Lifestyle,Mall,8478460900,3171087374,8728331571,6881481466,76.28748582,103,101,5142.248816,68,Shopee > CPT
ID,Fashion,Long Tail (LT),1670530481,5770245398,4724080974,8009501382,301.5529635,4668190,4197183,56993.50215,189,Shopee > CPT
VN,Electronics,Cross Border,1937577510,8434026905,941995230,7342314939,163.6401835,3980956,3209346,4745.564649,29,Shopee > CPT
VN,Electronics,Non-Mall,8229976234,9513140452,6716457114,3122626788,3.263370906,79389,92566,434.0247457,133,Shopee < CPT
ID,Fashion,Mall,1882235614,5408608166,7139524610,5388403957,12.37539157,191577,218810,371.2612642,30,Shopee < CPT
PH,FMCG,Non-Mall,3075716370,5147977845,3763251043,4719490987,119.0529604,6736,6628,20951.78849,176,Shopee > CPT
MY,Fashion,Cross Border,3603784008,3195939157,570539471,629858478,330.8509753,1550,1489,29434.04278,89,Shopee > CPT
ID,Lifestyle,Non-Mall,8908163633,1366096631,3313399473,6311736238,107.0328944,1656922,1510960,7385.266497,69,Shopee > CPT
SG,Electronics,Mall,9386402092,5777470060,7078947589,6068046036,96.17227223,130,104,17943.54099,188,Shopee > CPT
ID,FMCG,Long Tail (LT),6145621310,4216345812,8440569203,849028423,5.21329852,80704,70635,630.8054649,121,Shopee > CPT
TH,FMCG,Non-Mall,3189956384,2894709483,7960217325,6303567865,107.7462356,3931,3458,6033.354802,56,Shopee > CPT
TH,Lifestyle,Long Tail (LT),4748898688,1847614393,9793288037,8081679202,93.06941751,3395,3889,1860.962274,20,Shopee < CPT
ID,Electronics,Non-Mall,4477586493,9656068710,6101357181,4997299565,11.79299437,182561,191087,731.1638513,62,Shopee < CPT
ID,Electronics,Cross Border,3939197566,6725609004,8157545134,6026185278,23.70674622,366992,363775,94.82691128,4,Shopee > CPT
ID,Fashion,Non-Mall,2301183088,2195669871,4045875547,8797145639,3.44454174,53323,42760,654.4601273,190,Shopee > CPT
VN,FMCG,Long Tail (LT),1379755149,1025200351,4270214904,3248005878,241.7748744,5881778,6327811,26353.46016,109,Shopee < CPT
MY,FMCG,Mall,9986313900,8415083801,181409153,6387443684,207.2743593,971,985,20096.4421,97,Shopee < CPT
MY,FMCG,Non-Mall,7080884801,7718399725,7736070546,7688840992,1.265322644,5,4,60.80972956,57,Shopee > CPT
TH,FMCG,Cross Border,2357779590,4762981675,5688030359,821921999,12.40335689,452,433,297.3154454,24,Shopee > CPT
TH,Lifestyle,Long Tail (LT),267369851,7388282239,341294089,5858823025,4.209668636,153,141,696.0930755,166,Shopee > CPT
ID,FMCG,Mall,7326011367,4854675202,2837397375,1538620920,232.7201445,3602624,3150982,13265.04751,57,Shopee > CPT
SG,Fashion,Cross Border,5077975638,8034172646,1552307086,9139333895,274.7366864,374,354,5491.722037,20,Shopee > CPT
TH,Fashion,Non-Mall,9752434136,6989816042,6855114690,8381268069,46.10996617,1682,1989,875.8856015,19,Shopee < CPT
MY,FMCG,Mall,1891712846,3157581127,7151775083,6982820176,4.010451186,18,18,349.4959193,91,Shopee = CPT
VN,FMCG,Long Tail (LT),299395729,2059697236,3040360712,3302631949,2.370644389,57671,49529,14.22365636,6,Shopee > CPT
SG,Fashion,Non-Mall,9718261270,7827447788,686366257,7266438220,37.94565165,51,41,5653.97746,151,Shopee > CPT
TH,FMCG,Non-Mall,4949284747,3494484645,6898746046,9218895459,3.710928814,135,158,599.399778,162,Shopee < CPT
